State,City,Year,Season,Crop,Area,avgTemp,Cloud Cover,maxTemp,Precipitation,vapPressure,Rainfall,Wet Day Freq,minTemp,Production
Gujarat,Ahmedabad,2025,Clear,Arhar/Tur,1200,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,1150
Gujarat,Ahmedabad,2025,Clear,Bajra,2200,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,2850
Gujarat,Ahmedabad,2025,Clear,Castor seed,56800,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,85400
Gujarat,Ahmedabad,2025,Clear,Cotton(lint),184500,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,325700
Gujarat,Ahmedabad,2025,Clear,Groundnut,150,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,180
Gujarat,Ahmedabad,2025,Clear,Moong(Green Gram),950,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,450
Gujarat,Ahmedabad,2025,Clear,Moth,1680,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,900
Gujarat,Ahmedabad,2025,Clear,Other Kharif pulses,4500,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,2200
Gujarat,Ahmedabad,2025,Clear,Rice,112500,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,235000
Gujarat,Ahmedabad,2025,Clear,Sesamum,1800,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,950
Gujarat,Ahmedabad,2025,Partially cloudy,Tobacco,120,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,220
Gujarat,Ahmedabad,2025,Clear,Urad,150,30.7824,51.8456,37.852,358.642,72.4576,552.8,14.8732,23.462,120
Gujarat,Ahmedabad,2025,Clear,Gram,18200,22.6835,12.5426,33.450,1.825,0.3854,12.8,0.6248,11.620,14600
Gujarat,Ahmedabad,2025,Clear,Jowar,8500,22.6835,12.5426,33.450,1.825,0.3854,12.8,0.6248,11.620,9200
Gujarat,Ahmedabad,2025,Clear,Onion,150,22.6835,12.5426,33.450,1.825,0.3854,12.8,0.6248,11.620,2600
Gujarat,Ahmedabad,2025,Partially cloudy,Rapeseed &Mustard,1600,22.6835,12.5426,33.450,1.825,0.3854,12.8,0.6248,11.620,2500
Gujarat,Ahmedabad,2025,Clear,Tobacco,120,22.6835,12.5426,33.450,1.825,0.3854,12.8,0.6248,11.620,120
Gujarat,Ahmedabad,2025,Clear,Wheat,195200,22.6835,12.5426,33.450,1.825,0.3854,12.8,0.6248,11.620,490500
Gujarat,Ahmedabad,2025,Partially cloudy,Bajra,1200,31.254,26.4280,40.865,15.642,5.8675,105.6,0.8426,19.462,3100
Gujarat,Ahmedabad,2025,Partially cloudy,Moong(Green Gram),550,31.254,26.4280,40.865,15.642,5.8675,105.6,0.8426,19.462,350
Gujarat,Ahmedabad,2025,Partially cloudy,Rice,8500,31.254,26.4280,40.865,15.642,5.8675,105.6,0.8426,19.462,29800
Gujarat,Ahmedabad,2025,Clear,Guar seed,9800,28.2396,32.2054,40.865,376.109,32.2501,223.7,16.3402,11.620,5900
Gujarat,Ahmedabad,2025,Clear,other oilseeds,2100,28.2396,32.2054,40.865,376.109,32.2501,223.7,16.3402,11.620,1050
Gujarat,Amreli,2025,Clear,Arhar/Tur,950,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,830
Gujarat,Amreli,2025,Clear,Bajra,43500,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,102800
Gujarat,Amreli,2025,Clear,Dry chillies,350,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,220
Gujarat,Amreli,2025,Clear,Groundnut,296200,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,258400
Gujarat,Amreli,2025,Clear,Jowar,15800,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,6820
Gujarat,Amreli,2025,Clear,Moong(Green Gram),2950,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,1620
Gujarat,Amreli,2025,Clear,Moth,580,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,240
Gujarat,Amreli,2025,Clear,Urad,2200,28.6524,48.2546,33.645,192.465,28.6523,612.4,13.8765,21.548,1180
Gujarat,Amreli,2025,Clear,Gram,4200,20.8546,11.2653,29.865,4.286,11.2486,28.65,1.9876,12.232,2850
Gujarat,Amreli,2025,Clear,Jowar,1850,20.8546,11.2653,29.865,4.286,11.2486,28.65,1.9876,12.232,1650
Gujarat,Amreli,2025,Partially cloudy,Rapeseed &Mustard,1850,20.8546,11.2653,29.865,4.286,11.2486,28.65,1.9876,12.232,1920
Gujarat,Amreli,2025,Clear,Wheat,23500,20.8546,11.2653,29.865,4.286,11.2486,28.65,1.9876,12.232,65400
Gujarat,Amreli,2025,Partially cloudy,Bajra,450,24.6524,19.2546,30.245,1.246,19.5246,132.65,0.8456,16.854,850
Gujarat,Amreli,2025,Partially cloudy,Groundnut,5200,24.6524,19.2546,30.245,1.246,19.5246,132.65,0.8456,16.854,6540
Gujarat,Amreli,2025,Partially cloudy,Castor seed,2600,24.7541,28.2574,33.645,197.997,19.8075,191.23,15.9035,12.232,5850
Gujarat,Amreli,2025,Partially cloudy,Cotton(lint),85400,24.7541,28.2574,33.645,197.997,19.8075,191.23,15.9035,12.232,252600
Gujarat,Amreli,2025,Clear,Garlic,1580,24.7541,28.2574,33.645,197.997,19.8075,191.23,15.9035,12.232,10250
Gujarat,Amreli,2025,Clear,Maize,5400,24.7541,28.2574,33.645,197.997,19.8075,191.23,15.9035,12.232,8950
Gujarat,Anand,2025,Clear,Arhar/Tur,1350,29.8542,52.8546,36.845,385.642,75.8546,578.42,14.9865,23.125,1280
Gujarat,Anand,2025,Clear,Bajra,12500,29.8542,52.8546,36.845,385.642,75.8546,578.42,14.9865,23.125,18600
Gujarat,Anand,2025,Clear,Cotton(lint),32500,29.8542,52.8546,36.845,385.642,75.8546,578.42,14.9865,23.125,62400
Gujarat,Anand,2025,Clear,Groundnut,4200,29.8542,52.8546,36.845,385.642,75.8546,578.42,14.9865,23.125,6850
Gujarat,Anand,2025,Clear,Rice,58400,29.8542,52.8546,36.845,385.642,75.8546,578.42,14.9865,23.125,156200
Gujarat,Anand,2025,Clear,Tobacco,7300,22.5421,11.8546,32.456,2.154,0.4265,14.25,0.7845,11.854,12650
Gujarat,Anand,2025,Clear,Wheat,42500,22.5421,11.8546,32.456,2.154,0.4265,14.25,0.7845,11.854,105400
Gujarat,Anand,2025,Clear,Bajra,1850,30.8562,25.4562,39.865,18.542,6.2546,112.54,0.9856,18.954,4850
Gujarat,Anand,2025,Clear,Rice,6500,30.8562,25.4562,39.865,18.542,6.2546,112.54,0.9856,18.954,22400
Gujarat,Banaskantha,2025,Clear,Bajra,158400,29.2546,51.2456,36.542,342.586,70.2456,545.65,14.5426,22.846,210500
Gujarat,Banaskantha,2025,Clear,Castor seed,84500,29.2546,51.2456,36.542,342.586,70.2456,545.65,14.5426,22.846,125400
Gujarat,Banaskantha,2025,Partially cloudy,Cotton(lint),74600,29.2546,51.2456,36.542,342.586,70.2456,545.65,14.5426,22.846,135800
Gujarat,Banaskantha,2025,Clear,Groundnut,12500,29.2546,51.2456,36.542,342.586,70.2456,545.65,14.5426,22.846,18750
Gujarat,Banaskantha,2025,Clear,Moong(Green Gram),5200,29.2546,51.2456,36.542,342.586,70.2456,545.65,14.5426,22.846,2850
Gujarat,Banaskantha,2025,Clear,Sesamum,3850,29.2546,51.2456,36.542,342.586,70.2456,545.65,14.5426,22.846,2100
Gujarat,Banaskantha,2025,Clear,Potato,12500,21.8546,12.3546,32.845,1.954,0.4152,13.45,0.6845,11.245,325400
Gujarat,Banaskantha,2025,Clear,Rapeseed &Mustard,45200,21.8546,12.3546,32.845,1.954,0.4152,13.45,0.6845,11.245,85600
Gujarat,Banaskantha,2025,Clear,Wheat,215600,21.8546,12.3546,32.845,1.954,0.4152,13.45,0.6845,11.245,545800
Gujarat,Bharuch,2025,Partially cloudy,Cotton(lint),104200,29.8546,52.1456,36.945,387.546,74.8546,568.42,15.1456,23.546,187500
Gujarat,Bharuch,2025,Clear,Jowar,12500,29.8546,52.1456,36.945,387.546,74.8546,568.42,15.1456,23.546,15600
Gujarat,Bharuch,2025,Clear,Rice,32450,29.8546,52.1456,36.945,387.546,74.8546,568.42,15.1456,23.546,75400
Gujarat,Bharuch,2025,Clear,Jowar,8500,22.4562,12.1456,32.546,2.153,0.4546,14.85,0.7546,12.154,9800
Gujarat,Bharuch,2025,Clear,Wheat,12500,22.4562,12.1456,32.546,2.153,0.4546,14.85,0.7546,12.154,32500
Gujarat,Bhavnagar,2025,Clear,Bajra,28450,28.9546,49.2456,34.245,198.546,29.4562,615.42,14.1456,22.154,42500
Gujarat,Bhavnagar,2025,Clear,Cotton(lint),124500,28.9546,49.2456,34.245,198.546,29.4562,615.42,14.1456,22.154,228500
Gujarat,Bhavnagar,2025,Clear,Groundnut,65400,28.9546,49.2456,34.245,198.546,29.4562,615.42,14.1456,22.154,85400
Gujarat,Bhavnagar,2025,Partially cloudy,Gram,8500,21.2546,11.4562,30.154,4.546,10.8546,29.54,1.8546,12.546,6850
Gujarat,Bhavnagar,2025,Clear,Wheat,42500,21.2546,11.4562,30.154,4.546,10.8546,29.54,1.8546,12.546,104500
Gujarat,Dang,2025,Clear,Jowar,5200,26.8546,54.2546,32.154,582.456,92.4562,985.42,24.5426,22.154,6500
Gujarat,Dang,2025,Clear,Moong(Green Gram),1250,26.8546,54.2546,32.154,582.456,92.4562,985.42,24.5426,22.154,850
Gujarat,Dang,2025,Clear,Rice,12500,26.8546,54.2546,32.154,582.456,92.4562,985.42,24.5426,22.154,28500
Gujarat,Dang,2025,Clear,Urad,1450,26.8546,54.2546,32.154,582.456,92.4562,985.42,24.5426,22.154,950
Gujarat,Dang,2025,Clear,Gram,950,18.5462,12.8546,26.154,8.546,15.8456,42.54,3.8546,11.245,750
Gujarat,Dang,2025,Clear,Wheat,2850,18.5462,12.8546,26.154,8.546,15.8456,42.54,3.8546,11.245,6500
Gujarat,Dang,2025,Clear,Maize,6500,22.7004,33.5546,32.154,591.002,54.1509,514.13,28.3986,11.245,13800
Gujarat,Gandhinagar,2025,Clear,Arhar/Tur,850,30.4562,51.8546,37.546,355.456,71.8546,550.42,14.7456,23.245,780
Gujarat,Gandhinagar,2025,Clear,Bajra,8500,30.4562,51.8546,37.546,355.456,71.8546,550.42,14.7456,23.245,11500
Gujarat,Gandhinagar,2025,Clear,Cotton(lint),32500,30.4562,51.8546,37.546,355.456,71.8546,550.42,14.7456,23.245,58400
Gujarat,Gandhinagar,2025,Clear,Rice,28500,30.4562,51.8546,37.546,355.456,71.8546,550.42,14.7456,23.245,68400
Gujarat,Gandhinagar,2025,Clear,Wheat,35400,22.5456,12.4562,33.154,1.845,0.3946,12.54,0.6456,11.546,89500
Gujarat,Gandhinagar,2025,Partially cloudy,Rice,3850,30.9562,26.1456,40.546,15.456,5.7456,104.85,0.8246,19.154,15400
Gujarat,Jamnagar,2025,Clear,Bajra,54600,28.7546,48.5462,33.946,195.456,28.9546,614.25,14.0456,21.846,82500
Gujarat,Jamnagar,2025,Clear,Groundnut,324500,28.7546,48.5462,33.946,195.456,28.9546,614.25,14.0456,21.846,485400
Gujarat,Jamnagar,2025,Clear,Sesamum,8500,28.7546,48.5462,33.946,195.456,28.9546,614.25,14.0456,21.846,4850
Gujarat,Jamnagar,2025,Partially cloudy,Gram,6500,21.0546,11.3546,30.054,4.426,10.7546,29.25,1.8246,12.456,5100
Gujarat,Jamnagar,2025,Clear,Wheat,58400,21.0546,11.3546,30.054,4.426,10.7546,29.25,1.8246,12.456,142500
Gujarat,Jamnagar,2025,Clear,Cotton(lint),185400,24.9046,29.9504,33.946,199.882,19.8546,321.75,15.8702,12.456,345800
Gujarat,Junagadh,2025,Clear,Bajra,12500,28.4562,48.8546,33.546,210.456,31.8546,635.42,14.8546,22.546,18500
Gujarat,Junagadh,2025,Clear,Groundnut,345800,28.4562,48.8546,33.546,210.456,31.8546,635.42,14.8546,22.546,542600
Gujarat,Junagadh,2025,Clear,Gram,12500,20.8546,11.5456,29.954,5.046,12.5456,32.54,2.2546,12.246,9500
Gujarat,Junagadh,2025,Clear,Wheat,85400,20.8546,11.5456,29.954,5.046,12.5456,32.54,2.2546,12.246,224600
Gujarat,Junagadh,2025,Clear,Groundnut,12500,24.5462,19.8546,30.846,1.846,21.5456,145.65,1.0546,17.546,18500
Gujarat,Junagadh,2025,Clear,Cotton(lint),85400,24.6190,28.7516,33.546,217.348,21.9816,271.17,18.1638,12.246,168500
Gujarat,Kachchh,2025,Clear,Bajra,45200,31.8546,48.5462,39.854,115.456,58.9546,320.54,10.8546,24.546,42600
Gujarat,Kachchh,2025,Clear,Castor seed,58400,31.8546,48.5462,39.854,115.456,58.9546,320.54,10.8546,24.546,65400
Gujarat,Kachchh,2025,Clear,Cotton(lint),132500,31.8546,48.5462,39.854,115.456,58.9546,320.54,10.8546,24.546,185400
Gujarat,Kachchh,2025,Partially cloudy,Gram,12500,23.1546,12.5456,34.546,0.895,0.2546,6.54,0.4546,12.546,8500
Gujarat,Kachchh,2025,Clear,Wheat,65400,23.1546,12.5456,34.546,0.895,0.2546,6.54,0.4546,12.546,145800
Gujarat,Kheda,2025,Clear,Bajra,15400,29.7546,52.7456,36.746,382.546,74.9546,575.64,14.8546,23.046,22500
Gujarat,Kheda,2025,Clear,Cotton(lint),45200,29.7546,52.7456,36.746,382.546,74.9546,575.64,14.8546,23.046,82500
Gujarat,Kheda,2025,Clear,Rice,65400,29.7546,52.7456,36.746,382.546,74.9546,575.64,14.8546,23.046,172800
Gujarat,Kheda,2025,Clear,Tobacco,8500,22.4562,11.7546,32.354,2.095,0.4125,14.05,0.7654,11.754,14600
Gujarat,Kheda,2025,Clear,Wheat,54600,22.4562,11.7546,32.354,2.095,0.4125,14.05,0.7654,11.754,132500
Gujarat,Mehsana,2025,Clear,Bajra,48500,30.1546,51.6546,37.154,348.546,70.5462,545.26,14.3546,22.954,65400
Gujarat,Mehsana,2025,Clear,Castor seed,45200,30.1546,51.6546,37.154,348.546,70.5462,545.26,14.3546,22.954,65200
Gujarat,Mehsana,2025,Clear,Cotton(lint),98500,30.1546,51.6546,37.154,348.546,70.5462,545.26,14.3546,22.954,175600
Gujarat,Mehsana,2025,Partially cloudy,Potato,8500,22.2546,12.2546,32.546,1.895,0.3956,12.85,0.6546,11.346,212600
Gujarat,Mehsana,2025,Clear,Wheat,124500,22.2546,12.2546,32.546,1.895,0.3956,12.85,0.6546,11.346,312500
Gujarat,Narmada,2025,Clear,Cotton(lint),32500,29.4562,53.1546,36.154,465.456,82.4562,712.64,16.8546,23.456,58400
Gujarat,Narmada,2025,Clear,Rice,24600,29.4562,53.1546,36.154,465.456,82.4562,712.64,16.8546,23.456,58400
Gujarat,Narmada,2025,Clear,Wheat,8500,21.8546,12.6546,31.245,3.156,0.8546,18.54,1.2546,12.046,21500
Gujarat,Navsari,2025,Partially cloudy,Cotton(lint),12500,28.5462,54.8546,34.546,592.546,94.8546,896.42,22.6546,23.246,23500
Gujarat,Navsari,2025,Clear,Rice,45200,28.5462,54.8546,34.546,592.546,94.8546,896.42,22.6546,23.246,112500
Gujarat,Navsari,2025,Clear,Wheat,5200,20.5462,12.9546,29.546,5.846,1.4562,25.46,1.9546,12.146,13500
Gujarat,Panchmahal,2025,Clear,Bajra,12500,28.5462,52.4562,35.146,412.546,78.5462,624.56,16.5462,22.546,16500
Gujarat,Panchmahal,2025,Clear,Cotton(lint),8500,28.5462,52.4562,35.146,412.546,78.5462,624.56,16.5462,22.546,14600
Gujarat,Panchmahal,2025,Clear,Maize,65400,28.5462,52.4562,35.146,412.546,78.5462,624.56,16.5462,22.546,142500
Gujarat,Panchmahal,2025,Clear,Rice,24600,28.5462,52.4562,35.146,412.546,78.5462,624.56,16.5462,22.546,58400
Gujarat,Panchmahal,2025,Partially cloudy,Wheat,34500,21.0546,12.4562,30.546,2.856,0.6546,16.45,1.0546,11.546,85400
Gujarat,Patan,2025,Clear,Bajra,85400,30.2546,51.2546,37.246,335.456,68.9546,532.54,14.0546,22.846,112500
Gujarat,Patan,2025,Clear,Castor seed,42500,30.2546,51.2546,37.246,335.456,68.9546,532.54,14.0546,22.846,62500
Gujarat,Patan,2025,Clear,Cotton(lint),58400,30.2546,51.2546,37.246,335.456,68.9546,532.54,14.0546,22.846,102500
Gujarat,Patan,2025,Clear,Wheat,98500,22.3546,12.1546,32.846,1.746,0.3546,12.45,0.6146,11.246,235800
Gujarat,Porbandar,2025,Clear,Bajra,8500,28.6546,48.7456,33.746,202.456,30.1546,624.85,14.4562,22.246,12500
Gujarat,Porbandar,2025,Clear,Groundnut,85400,28.6546,48.7456,33.746,202.456,30.1546,624.85,14.4562,22.246,132500
Gujarat,Porbandar,2025,Clear,Wheat,12500,20.9546,11.4546,30.054,4.746,11.6546,30.85,2.0546,12.346,32500
Gujarat,Porbandar,2025,Clear,Cotton(lint),24600,24.8046,30.1001,33.746,207.202,20.9046,327.85,16.5104,12.346,45200
Gujarat,Rajkot,2025,Clear,Bajra,65400,28.8546,48.6546,33.846,196.546,29.2546,614.85,14.1546,22.046,95400
Gujarat,Rajkot,2025,Clear,Groundnut,365800,28.8546,48.6546,33.846,196.546,29.2546,614.85,14.1546,22.046,565400
Gujarat,Rajkot,2025,Clear,Gram,12500,21.1546,11.4046,30.104,4.486,10.8046,29.40,1.8396,12.504,9800
Gujarat,Rajkot,2025,Clear,Wheat,68500,21.1546,11.4046,30.104,4.486,10.8046,29.40,1.8396,12.504,165400
Gujarat,Rajkot,2025,Partially cloudy,Cotton(lint),185400,24.9796,30.0296,33.846,201.032,20.0296,322.13,15.9942,12.504,345800
Gujarat,Sabarkantha,2025,Clear,Bajra,32500,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,45800
Gujarat,Sabarkantha,2025,Clear,Cotton(lint),45200,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,82500
Gujarat,Sabarkantha,2025,Clear,Groundnut,8500,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,12500
Gujarat,Sabarkantha,2025,Clear,Maize,85400,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,185600
Gujarat,Sabarkantha,2025,Clear,Wheat,78500,21.4562,12.3546,31.246,2.546,0.5246,15.65,0.8546,11.546,196500
Gujarat,Sabarkantha,2025,Clear,Bajra,32500,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,45800
Gujarat,Sabarkantha,2025,Partially Cloudy,Cotton(lint),45200,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,82500
Gujarat,Sabarkantha,2025,Clear,Groundnut,8500,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,12500
Gujarat,Sabarkantha,2025,Partially Cloudy,Maize,85400,29.5462,51.9546,36.546,365.456,72.4562,562.54,14.9546,22.846,185600
Gujarat,Sabarkantha,2025,Clear,Wheat,78500,21.4562,12.3546,31.246,2.546,0.5246,15.65,0.8546,11.546,196500
Gujarat,Surat,2025,Clear,Cotton(lint),65400,29.2546,54.1546,35.546,545.456,88.5462,846.54,21.5462,23.546,124500
Gujarat,Surat,2025,Partially Cloudy,Jowar,12500,29.2546,54.1546,35.546,545.456,88.5462,846.54,21.5462,23.546,18600
Gujarat,Surat,2025,Clear,Rice,85400,29.2546,54.1546,35.546,545.456,88.5462,846.54,21.5462,23.546,213500
Gujarat,Surat,2025,Partially Cloudy,Jowar,8500,21.2546,12.7546,30.546,4.546,1.2546,22.54,1.6546,12.246,10500
Gujarat,Surat,2025,Clear,Wheat,24500,21.2546,12.7546,30.546,4.546,1.2546,22.54,1.6546,12.246,62500
Gujarat,Surendranagar,2025,Partially Cloudy,Bajra,85400,30.2546,50.2546,37.546,256.546,68.2546,485.24,13.4562,23.246,112500
Gujarat,Surendranagar,2025,Clear,Cotton(lint),245600,30.2546,50.2546,37.546,256.546,68.2546,485.24,13.4562,23.246,432500
Gujarat,Surendranagar,2025,Partially Cloudy,Groundnut,24500,30.2546,50.2546,37.546,256.546,68.2546,485.24,13.4562,23.246,36500
Gujarat,Surendranagar,2025,Clear,Wheat,78500,22.4562,12.0546,33.246,1.456,0.3246,11.85,0.5546,11.854,196500
Gujarat,Tapi,2025,Clear,Cotton(lint),24500,28.8546,54.5462,34.846,575.456,91.5462,865.24,22.4562,23.354,45800
Gujarat,Tapi,2025,Partially Cloudy,Rice,32500,28.8546,54.5462,34.846,575.456,91.5462,865.24,22.4562,23.354,78500
Gujarat,Tapi,2025,Clear,Wheat,8500,20.8546,12.8546,29.846,5.246,1.3546,24.54,1.8546,12.046,21500
Gujarat,Vadodara,2025,Partially Cloudy,Bajra,18500,29.6546,52.5462,36.546,378.546,74.2546,572.85,14.7546,22.946,27500
Gujarat,Vadodara,2025,Clear,Cotton(lint),58400,29.6546,52.5462,36.546,378.546,74.2546,572.85,14.7546,22.946,105400
Gujarat,Vadodara,2025,Partially Cloudy,Rice,75400,29.6546,52.5462,36.546,378.546,74.2546,572.85,14.7546,22.946,185400
Gujarat,Vadodara,2025,Clear,Wheat,65400,22.3546,11.6546,32.246,2.046,0.4046,13.85,0.7246,11.654,165800
Gujarat,Valsad,2025,Partially Cloudy,Cotton(lint),8500,28.3546,55.1546,34.246,612.546,95.8546,915.24,23.4562,23.146,16500
Gujarat,Valsad,2025,Clear,Rice,58400,28.3546,55.1546,34.246,612.546,95.8546,915.24,23.4562,23.146,145800
Gujarat,Valsad,2025,Partially Cloudy,Wheat,3500,20.3546,13.0546,29.246,6.246,1.5462,26.85,2.0546,11.946,8500
Gujarat,Dohad,2025,Clear,Bajra,8500,28.3546,52.2546,34.946,405.456,77.8546,615.42,16.2546,22.346,11500
Gujarat,Dohad,2025,Partially Cloudy,Maize,45200,28.3546,52.2546,34.946,405.456,77.8546,615.42,16.2546,22.346,98500
Gujarat,Dohad,2025,Clear,Rice,16500,28.3546,52.2546,34.946,405.456,77.8546,615.42,16.2546,22.346,38500
Gujarat,Dohad,2025,Partially Cloudy,Wheat,24500,20.8546,12.3546,30.246,2.746,0.6046,15.85,0.9546,11.346,62500
Gujarat,Morbi,2025,Clear,Bajra,54600,29.1546,48.9546,34.146,215.456,46.8546,465.24,12.8546,22.846,76500
Gujarat,Morbi,2025,Partially Cloudy,Cotton(lint),165400,29.1546,48.9546,34.146,215.456,46.8546,465.24,12.8546,22.846,295400
Gujarat,Morbi,2025,Clear,Groundnut,112500,29.1546,48.9546,34.146,215.456,46.8546,465.24,12.8546,22.846,165800
Gujarat,Morbi,2025,Partially Cloudy,Wheat,45200,21.8546,11.5546,31.846,2.046,0.5146,18.54,0.8246,12.246,112500
Gujarat,Aravalli,2025,Clear,Bajra,16500,29.3546,51.8546,36.246,358.546,71.8546,556.24,14.7546,22.646,22500
Gujarat,Aravalli,2025,Partially Cloudy,Cotton(lint),32500,29.3546,51.8546,36.246,358.546,71.8546,556.24,14.7546,22.646,58400
Gujarat,Aravalli,2025,Clear,Maize,58400,29.3546,51.8546,36.246,358.546,71.8546,556.24,14.7546,22.646,125400
Gujarat,Aravalli,2025,Partially Cloudy,Wheat,48500,21.2546,12.2546,30.846,2.246,0.4646,14.85,0.7846,11.346,122500
Gujarat,Botad,2025,Clear,Bajra,32500,29.0546,49.1546,34.146,195.846,38.2546,565.84,13.8546,22.046,45800
Gujarat,Botad,2025,Partially Cloudy,Cotton(lint),95400,29.0546,49.1546,34.146,195.846,38.2546,565.84,13.8546,22.046,165400
Gujarat,Botad,2025,Clear,Groundnut,45200,29.0546,49.1546,34.146,195.846,38.2546,565.84,13.8546,22.046,65400
Gujarat,Botad,2025,Partially Cloudy,Wheat,18500,21.8546,12.2546,31.946,2.646,0.3246,13.65,0.5946,11.654,58500
